estadio;equipo_local;id_territorio;ciudad;barrio
CAMP DE FUTBOL ZEM DE SANT JOAN VILATORRADA;PALILLO, C.F. A;Sant Joan de les Abadesses;Sant Joan de les Abadesses;Sant Joan de les Abadesses
CAMP DE FUTBOL MPAL. D´ARTESA DE LLEIDA;ARTESA DE LLEIDA,C.E.;Artés;Artés;Artés
No especificado;CAN CLOTA- LA PLANA-CAN CERVERA F.C. B;Cervera;Cervera;Cervera
CAMP DE FUTBOL MPAL. DE LINYOLA;IVARS D'URGELL, C.E A;Ivars d'Urgell;Ivars d'Urgell;Ivars d'Urgell
CAMP DE FUTBOL MPAL. DE VENTALLÓ;ESPORTIU VENTALLÓ, CLUB  A;Ventalló;Ventalló;Ventalló
CAMP DE FUTBOL MPAL. DEL POAL;CF EL POAL A;Poal, el;El Poal;El Poal
CAMP DE FUTBOL MPAL. DE SANT MIQUEL FLUVIÀ;SANT MIQUEL FLUVIA, C.F. A;Sant Miquel de Campmajor;Sant Miquel de Campmajor;Sant Miquel de Campmajor
CAMP DE FUTBOL MPAL. DE VERGES;VERGES, C.F. A;Verges;Verges;Verges
CAMP DE FUTBOL CEM CAN ZAM (1);IMPERIO , C.F. A;Desconocido;Desconocido;Desconocido
CAMP DE FUTBOL MPAL. JOSEP SUNYER I ARXER;SANT FELIU DE GUIXOLS C.F. A;Sant Feliu de Buixalleu;Sant Feliu de Buixalleu;Sant Feliu de Buixalleu
No especificado;PENYA BLAUGRANA CASTELLBISBAL A;Bisbal d'Empordà, la;La Bisbal d'Empordà;La Bisbal d'Empordà
CAMP DE FUTBOL MPAL. DE VILAFANT;VILAFANT FC A;Vilafant;Vilafant;Vilafant
CAMP DE FUTBOL MPAL. MARCA DE L´HAM;CABANES, U.E. A;Cabanes;Cabanes;Cabanes
CAMP DE FUTBOL MPAL. DE PEDRASANTA;TREMP, C.F A;Tremp;Tremp;Tremp
CAMP DE FUTBOL MPAL. PARC CATALANA;Pª BARC. CINC COPES C;Desconocido;Desconocido;Desconocido
CAMP DE FUTBOL MPAL. L'ÀLIGA;SARRIA, C.P. B;Barcelona 103 (Joanic);Barcelona;Joanic
No especificado;ESPLUGUENC, C.F.A. C;Esplugues de Llobregat;Esplugues de Llobregat;Esplugues de Llobregat
CAMP DE FUTBOL MPAL. DE SANT GUIM DE FREIXENET;SANT GUIM CLUB FUTBOL  A;Sant Guim de Freixenet;Sant Guim de Freixenet;Sant Guim de Freixenet
CAMP DE FUTBOL MPAL. DE CORNELLÀ DE LLOBREGAT;FUNDACIO UNIO ESPORTIVA CORNELLA  B;Cornellà de Llobregat;Cornellà de Llobregat;Cornellà de Llobregat
CAMP DE FUTBOL MPAL. QUIM JUANOLA;SANT LLORENÇ DE LA MUGA, F.C.  A;Llorenç del Penedès;Llorenç del Penedès;Llorenç del Penedès
CAMP DE FUTBOL MPAL. DE SIURANA D´EMPORDA;SIURANA, U.E A;Siurana;Siurana;Siurana
CAMP DE FUTBOL ZEM DE TORROELLA DE MONTGRÍ;TORROELLA, U.E. A;Torroella de Fluvià;Torroella de Fluvià;Torroella de Fluvià
CAMP DE FUTBOL MPAL. DE SANT SALVADOR DE GUARDIOLA;GUARDIOLENCA, A.F. B;Guardiola de Berguedà;Guardiola de Berguedà;Guardiola de Berguedà
CAMP DE FUTBOL MPAL. DE MOIÀ;MOIA, C.E. B;Moià;Moià;Moià
CAMP DE FUTBOL IEM DEL VILAR;VALLS U.E. A;Valls;Valls;Valls
CAMP DE FUTBOL MPAL. DE CORBERA D´EBRE;CORBERA D'EBRE, C.F. A;Corbera d'Ebre;Corbera d'Ebre;Corbera d'Ebre
No especificado;BIGUES, C.E. B;Bigues i Riells del Fai;Bigues i Riells del Fai;Bigues i Riells del Fai
CAMP DE FUTBOL MPAL. DE LLADÓ;LLADO, U.E. A;Lladó;Lladó;Lladó
No especificado;GUISSONA, U.E. A;Guissona;Guissona;Guissona
CAMP DE FUTBOL MPAL. RAMON ESPASA;BORGES BLANQUES, C.F. B;Borges Blanques, les;Les Borges Blanques;Les Borges Blanques
CAMP DE FUTBOL MPAL. D´ALMACELLES;ALMACELLES, AT B;Almacelles;Almacelles;Almacelles
No especificado;BASE LLAGOSTERA CLUB FUTBOL A;Llagostera;Llagostera;Llagostera
CAMP DE FUTBOL ESCOLA ESPORTIVA BRAFA;ESCOLA E.BRAFA  A;Barcelona 142 (Santa Engràcia);Barcelona;Santa Engràcia
No especificado;RAPITENCA, U.E. B;Desconocido;Desconocido;Desconocido
CAMP DE FUTBOL MPAL. TORREFORTA;TORREFORTA, C.D.C. C;Torre de Cabdella, la;La Torre de Cabdella;La Torre de Cabdella
No especificado;PALAMOS CLUB DE FUTBOL A;Palamós;Palamós;Palamós
CAMP DE FUTBOL MPAL. EMILI VICENTE;ESCOLA DE FUTBOL ORGEL.LIA C.E B;Seu d'Urgell, la;La Seu d'Urgell;La Seu d'Urgell
CAMP DE FUTBOL MPAL. D´ARTÉS;ARTES, F.C. B;Artés;Artés;Artés
CAMP DE FUTBOL ZEM LES FONTETES;CERDANYOLA VALLES, F.C. E;Cerdanyola del Vallès;Cerdanyola del Vallès;Cerdanyola del Vallès
CAMP DE FUTBOL MPAL. CAN BOADA;ESCOLA FUTBOL CAN BOADA B;Terrassa 17 (Can Boada);Terrassa;Can Boada
CAMP DE FUTBOL MPAL. DE VILABLAREIX;VILABLAREIX FUTBOL CLUB C;Vilablareix;Vilablareix;Vilablareix
CAMP DE FUTBOL MPAL. DE CORRÓ D´AVALL;LES FRANQUESES, C.F. B;Franqueses del Vallès, les;Les Franqueses del Vallès;Les Franqueses del Vallès
CAMP DE FUTBOL MPAL. DEL PADRÓ;JAFRE, U.D. A;Jafre;Jafre;Jafre
CAMP DE FUTBOL MPAL. DE JORBA;JORBA, U.D. A;Jorba;Jorba;Jorba
CAMP DE FUTBOL MPAL. ALMEDA;COLEGIO ALEMAN S.ALBERTO,A.C. A;Cornellà de Llobregat 9 (Almeda);Cornellà de Llobregat;Almeda
No especificado;BASE VILANOVA 2015, CLUB NOU FUTBOL  B;Nou de Berguedà, la;La Nou de Berguedà;La Nou de Berguedà
CAMP DE FUTBOL MPAL. L'ÀLIGA;ZODIAC ELEVEN, F.C. A;Barcelona 103 (Joanic);Barcelona;Joanic
CAMP DE FUTBOL CIUTAT ESPORTIVA GIMNÀSTIC DE TARRAGONA 2 2 Camps;GIMNASTIC TARRAGONA, C. D;Tarragona;Tarragona;Tarragona
No especificado;CAN ROCA, C.F. A;Roca del Vallès, la;La Roca del Vallès;La Roca del Vallès
CAMP DE FUTBOL CEM SANT OLEGUER;SABADELL ATLETIC , ASSOC. ESP. P.R. A;Sabadell;Sabadell;Sabadell
CAMP DE FUTBOL MPAL. GERMANS GONZALVO (2);MOLLET U.E.,CF. C;Mollet de Peralada;Mollet de Peralada;Mollet de Peralada
CAMP DE FUTBOL MPAL. POMAR;POMAR, C.D. C;Badalona 29 (Canyet - Mas Ram - Pomar de Dalt - Pomar);Badalona;Canyet - Mas Ram - Pomar de Dalt - Pomar
CAMP DE FUTBOL ESCOLA INDUSTRIAL;L'ESQUERRA DE L'EIXAMPLE, F.C. B;Barcelona 35 (l'Escola Industrial);Barcelona;l'Escola Industrial
CAMP DE FUTBOL MPAL. DE VALLVIDRERA;DAUMAR , ASSOCIACIO CLUB A;Desconocido;Desconocido;Desconocido
CAMP DE FUTBOL ZEM LES FONTS-ARTUR TRAVESA;TRES TORRES , FUTBOL CLUB  A;Terrassa 10 (Can Parellada - les Fonts);Terrassa;Can Parellada - les Fonts
CAMP DE FUTBOL MPAL. EL GORNAL;GORNAL, U.D. B;Hospitalet de Llobregat 28 (el Gornal), l';Hospitalet de Llobregat;el Gornal
CAMP DE FUTBOL MPAL. SANT MARTÍ DE PROVENÇALS;Pª BARC. CINC COPES A;Sant Martí d'Albars;Sant Martí d'Albars;Sant Martí d'Albars
CAMP DE FUTBOL MPAL. ANTONIO ORTEGA PAREJO;FC TARRACO A;Sant Antoni de Vilamajor;Sant Antoni de Vilamajor;Sant Antoni de Vilamajor
No especificado;VILASSAR DALT-GIATSU, C.E. D;Vilassar de Dalt;Vilassar de Dalt;Vilassar de Dalt
CAMP DE FUTBOL MPAL. RAMON FARRÚS;SEGRE, AT. D;Sant Ramon;Sant Ramon;Sant Ramon
CAMP DE FUTBOL MPAL. VISTA ALEGRE-ELS MOLINS;MOLINOS, U.D. C;Castelldefels 2 (Vista Alegre - el Castell);Castelldefels;Vista Alegre - el Castell
CAMP DE FUTBOL MPAL. OLÍMPIA;SABADELL F.C., C.E. D;Sabadell;Sabadell;Sabadell
CAMP DE FUTBOL COL·LEGI VIARÓ;OLYMPIA - VIARO ,C.E A;Sant Cugat del Vallès 9 (Can Sant Joan - Sant Mamet - Vullpalleres - Can Barata - Sector Nord - Can Graells);Sant Cugat del Vallès;Can Sant Joan - Sant Mamet - Vullpalleres - Can Barata - Sector Nord - Can Graells
CAMP DE FUTBOL CEM LA GUINEUETA;ESCOLA ESPORTIVA GUINEUETA C.F D;Barcelona 135 (la Guineueta);Barcelona;la Guineueta
CAMP DE FUTBOL MPAL. LES GRASES;Pª BARC. SANT FELIU LLOBREGAT A;Sant Feliu de Buixalleu;Sant Feliu de Buixalleu;Sant Feliu de Buixalleu
CAMP DE FUTBOL MPAL. CAN GILI;GRANOLLERS, E.C. D;Granollers;Granollers;Granollers
CAMP DE FUTBOL CLUB D´ESPORTS VENDRELL;VENDRELL C.E. B;Vendrell, el;El Vendrell;El Vendrell
CAMP DE FUTBOL CEM MARINA BESÒS JOSÉ LUIS RUIZ CASADO;ARETÉ FUTBOL CLUB  A;Barcelona 179 (el Besòs);Barcelona;el Besòs
CAMP DE FUTBOL PARROQUIA DE SANTA MARIA DE LLERONA;LLERONA, C.E. B;Santa Maria d'Oló;Santa Maria d'Oló;Santa Maria d'Oló
No especificado;MANRESA, C.E. C;Manresa;Manresa;Manresa
CAMP DE FUTBOL COL·LEGI XALOC;FUNDACIO UNIO ESPORTIVA CORNELLA D;Hospitalet de Llobregat 26 (Santa Eulàlia - Centre Sud - Ciutat de la Justícia), l';Hospitalet de Llobregat;Santa Eulàlia - Centre Sud - Ciutat de la Justícia
CAMP DE FUTBOL MPAL. CAN BOADA;FUNDACIÓ TERRASSA FC 1906 E;Terrassa 17 (Can Boada);Terrassa;Can Boada
CAMP DE FUTBOL MPAL. CAN DEU;PLANADEU-ROUREDA UNIÓ  ESPORTIVA FUTBOL C;Sabadell 12 (la Roureda - Sant Julià);Sabadell;la Roureda - Sant Julià
CAMP DE FUTBOL CEM CIUTAT MERIDIANA-TORRENT BOSC;UNIFICACIO CIUTAT MERIDIANA,CE B;Barcelona 146 (Torre Baró, Ciutat Meridiana i Vallbona);Barcelona;Torre Baró, Ciutat Meridiana i Vallbona
CAMP DE FUTBOL MPAL. TURÓ DE LA PEIRA;ALEGRIA, C.D. B;Barcelona 133 (el Turó de la Peira i Can Peguera);Barcelona;el Turó de la Peira i Can Peguera
No especificado;SINERA UNITED FUTBOL CLUB ASS. B;Arenys de Mar;Arenys de Mar;Arenys de Mar
CAMP DE FUTBOL MPAL. LES GRASES;SANTFELIUENC, F.C.  C;Sant Feliu de Buixalleu;Sant Feliu de Buixalleu;Sant Feliu de Buixalleu
CAMP DE FUTBOL CEM JÚPITER;MONOPOL, CD A;Desconocido;Desconocido;Desconocido
CAMP DE FUTBOL MPAL. SANT MARTÍ DE PROVENÇALS;CLUB POLIDET VALLÈS  ESPORTIU  A;Sant Martí d'Albars;Sant Martí d'Albars;Sant Martí d'Albars
No especificado;FUNDACIÓ TERRASSA FC 1906 D;Terrassa;Terrassa;Terrassa
CAMP DE FUTBOL MPAL. LES OLIVERES;SINGUERLIN, C.F. C;Santa Coloma de Gramenet 7 (Singuerlin - Can Zam);Santa Coloma de Gramenet;Singuerlin - Can Zam
CAMP DE FUTBOL CLUB GIMNÀSTIC PARC;GIMNASTIC MANRESA C. D;Manresa;Manresa;Manresa
CAMP DE FUTBOL MPAL. ANTONI SERRA I PUJOL;ESCOLA F. BARBERA ANDALUCIA C;Barberà de la Conca;Barberà de la Conca;Barberà de la Conca
CAMP DE FUTBOL CEM CAN ZAM (1);ARRABAL-CALAF GRAMANET C.D. C;Santa Coloma de Gramenet;Santa Coloma de Gramenet;Santa Coloma de Gramenet
CAMP DE FUTBOL MPAL. LES GRASES;SANTFELIUENC, F.C. D;Sant Feliu de Buixalleu;Sant Feliu de Buixalleu;Sant Feliu de Buixalleu
CAMP DE FUTBOL MPAL. NOU BARRIS;MONTAÑESA, C.F. D;Nou de Berguedà, la;La Nou de Berguedà;La Nou de Berguedà
CAMP DE FUTBOL MPAL. DE CORRÓ D´AVALL;LES FRANQUESES, C.F. D;Franqueses del Vallès, les;Les Franqueses del Vallès;Les Franqueses del Vallès
CAMP DE FUTBOL MPAL. DE PUIG-REIG;OLVAN, C.E. A;Olvan;Olvan;Olvan
CAMP DE FUTBOL MPAL. DE SANT JAUME DE LLIERCA;SANTJOANENC, C.P. A;Sant Jaume d'Enveja;Sant Jaume d'Enveja;Sant Jaume d'Enveja
CAMP DE FUTBOL MPAL. DE CAMPDEVÀNOL;ESCOLA FUTBOL DEL RIPOLLES A.E A;Campdevànol;Campdevànol;Campdevànol
CAMP DE FUTBOL MPAL. JOVENTUT SANT PERE MÀRTIR;LA CANYA, A.E. A;la Canya;la Canya;la Canya
CAMP DE FUTBOL MPAL. ASSOCIACIÓ ALUMNES OBRERS Annex, (2);BASE VILANOVA 2015, CLUB NOU FUTBOL  A;Nou de Berguedà, la;La Nou de Berguedà;La Nou de Berguedà
CAMP DE FUTBOL MPAL. DE BANYERES DEL PENEDÈS;NSA CAMP JOLIU  A;Banyeres del Penedès;Banyeres del Penedès;Banyeres del Penedès
CAMP DE FUTBOL MPAL. DE FLAÇÀ;BASE L'EMPORDANET,CF. A;Flaçà;Flaçà;Flaçà
CAMP DE FUTBOL MPAL. DE CAMBRILS (3);CAMBRILS UNIÓ C.E. C;Cambrils;Cambrils;Cambrils
CAMP DE FUTBOL MPAL. DE SANT JOAN ABADESSES;FEC VALL DEL TER A;Sant Joan de les Abadesses;Sant Joan de les Abadesses;Sant Joan de les Abadesses
No especificado;SALOU, U.D.  A;Salou;Salou;Salou
CAMP DE FUTBOL MPAL. HORTA;HORTA, U.AT. C;Barcelona 124 (Sant Joan d'Horta);Barcelona;Sant Joan d'Horta
CAMP DE FUTBOL MPAL. IBERIA;SANTS, U.E. C;Desconocido;Desconocido;Desconocido
CAMP DE FUTBOL COL·LEGI SAGRAT COR SARRIÀ;DAUMAR , ASSOCIACIO CLUB  A;Sarrià de Ter;Sarrià de Ter;Sarrià de Ter
CAMP DE FUTBOL CEM ARISTIDES MAILLOL;LES CORTS DE BARCELONA CLUB ESP. A;Barcelona;Barcelona;Barcelona
CAMP DE FUTBOL CEM SANT OLEGUER;ESCOLA F. SABADELL B;Sabadell;Sabadell;Sabadell
CAMP DE FUTBOL ZEM DE TONA (1);TONA, U.E. B;Tona;Tona;Tona
CAMP DE FUTBOL MPAL. DE SANT PERE DE TORELLÓ;RUPIT PRUIT, UE A;Rupit i Pruit;Rupit i Pruit;Rupit i Pruit
CAMP DE FUTBOL MPAL. RAMON FARRÚS;SEGRE, AT. B;Sant Ramon;Sant Ramon;Sant Ramon
CAMP DE FUTBOL MPAL. D´AMER;LES PLANES, C.F. A;Amer;Amer;Amer
CAMP DE FUTBOL MPAL. DEL CENTENARI-AISS;SANT ANDREU, U.E E;Sant Andreu de la Barca;Sant Andreu de la Barca;Sant Andreu de la Barca
CAMP DE FUTBOL MPAL. DE SERINYÀ;SERINYA, C.F. A;Serinyà;Serinyà;Serinyà
CAMP DE FUTBOL MPAL. VALL D´HEBRON;GRAN Pª ESPANYOLISTA MANIGUA A;Vall d'en Bas, la;La Vall d'en Bas;La Vall d'en Bas
CAMP DE FUTBOL MPAL. LO XOPERAL;ALDOVER, UD A;Aldover;Aldover;Aldover
CAMP DE FUTBOL MPAL. L'AUBE;JESUS  i   MARIA, U.D. B;Santa Maria d'Oló;Santa Maria d'Oló;Santa Maria d'Oló
CAMP DE FUTBOL PARROQUIA DE SANTA MARIA DE LLERONA;RAMASSA A.E. A;Santa Maria d'Oló;Santa Maria d'Oló;Santa Maria d'Oló
CAMP DE FUTBOL MPAL. DE MOLLERUSSA;FUNDACIO ESPORTIVA JOVENTUT MOLLERUSSA  A;Mollerussa;Mollerussa;Mollerussa
CAMP DE FUTBOL MPAL. DE PONTS;OLIANA,C.D. A;Oliana;Oliana;Oliana
CAMP DE FUTBOL MPAL. SALVADOR GISBERT;SANT JAUME D'ENVEIJA, U.E. A;Sant Jaume d'Enveja;Sant Jaume d'Enveja;Sant Jaume d'Enveja
CAMP DE FUTBOL MPAL. DE CASTELLGALI;SPORT CASTELLGALI FUTBOL SALA CLUB 2022 A;Castell d'Aro, Platja d'Aro i s'Agaró;Castell d'Aro, Platja d'Aro i s'Agaró;Castell d'Aro, Platja d'Aro i s'Agaró
CAMP DE FUTBOL MPAL. DEL CENTENARI-AISS;SANT ANDREU, U.E B;Sant Andreu de la Barca;Sant Andreu de la Barca;Sant Andreu de la Barca
CAMP DE FUTBOL MPAL. IBERIA;CATALONIA, U.B. B;Desconocido;Desconocido;Desconocido
CAMP DE FUTBOL MPAL. DEL PLA DE BARRA;CAMARLES, C.F. B;Camarles;Camarles;Camarles
CAMP DE FUTBOL MPAL. DE VALLIRANA;Pª BLAUGRANA VALLIRANA B;Vallirana;Vallirana;Vallirana
CAMP DE FUTBOL ZEM CAN JOFRESA;UNIO F. BASE JABAC I TERRASSA  B;Terrassa 9 (Can Jofresa - Can Palet II - Guadalhorce - Xúquer);Terrassa;Can Jofresa - Can Palet II - Guadalhorce - Xúquer
CAMP DE FUTBOL MPAL. DE BESCANÓ;BESCANO, C.E. A;Bescanó;Bescanó;Bescanó
CAMP DE FUTBOL ZEM LES FONTETES;CERDANYOLA VALLES, F.C.  D;Cerdanyola del Vallès;Cerdanyola del Vallès;Cerdanyola del Vallès
CAMP DE FUTBOL MPAL. CA LA GUIDÓ-PEDRO ALIA DORADO;BLANES, C.D. B;Blanes;Blanes;Blanes
CAMP DE FUTBOL MPAL. SANTA EULÀLIA;FUNDACIÓ ACADÈMIA F. L'HOSPITALET  B;Hospitalet de Llobregat, l';L'Hospitalet de Llobregat;L'Hospitalet de Llobregat
CAMP DE FUTBOL ZEM DE CORRÓ D´AMUNT;LES FRANQUESES, C.F. C;Franqueses del Vallès, les;Les Franqueses del Vallès;Les Franqueses del Vallès
No especificado;FUNDACIO E. ATLETIC VILAFRANCA  A;Vilafranca del Penedès;Vilafranca del Penedès;Vilafranca del Penedès
CAMP DE FUTBOL MPAL. LA FEIXA LLARGA;UNIFICACIÓN BELLVITGE, U.D. B;Hospitalet de Llobregat 29 (Bellvitge - Estació), l';Hospitalet de Llobregat;Bellvitge - Estació
CAMP DE FUTBOL MPAL. LA TORRASSA;ESCOLA COLLBLANC-TORRASSA,C.E B;Hospitalet de Llobregat 15 (Collblanc - Centre - Vallparda), l';Hospitalet de Llobregat;Collblanc - Centre - Vallparda
CAMP DE FUTBOL MPAL. DE GODALL;GODALL, F.C. A;Godall;Godall;Godall
CAMP DE FUTBOL MPAL. PUBILLA CASAS;FUNDACIÓ ACADEMIA F. L'HOSPITALET  D;Hospitalet de Llobregat, l';L'Hospitalet de Llobregat;L'Hospitalet de Llobregat
CAMP DE FUTBOL ZEM DE BORGONYÀ;BORGONYA, C.D. A;Desconocido;Desconocido;Desconocido
CAMP DE FUTBOL COL·LEGI XALOC;FUNDACIO UNIO ESPORTIVA CORNELLA B;Hospitalet de Llobregat 26 (Santa Eulàlia - Centre Sud - Ciutat de la Justícia), l';Hospitalet de Llobregat;Santa Eulàlia - Centre Sud - Ciutat de la Justícia
CAMP DE FUTBOL ZEM CAN TINTORER;SPORTING GAVA 2021, FUTBOL CLUB B;Gavà;Gavà;Gavà
CAMP DE FUTBOL SCHOOL EUROPA INTERNATIONAL;SANT CUGAT FUTBOL CLUB C;Sant Cugat del Vallès;Sant Cugat del Vallès;Sant Cugat del Vallès
CAMP DE FUTBOL MPAL. CASABLANCA;CASABLANCA , F.C. C;Desconocido;Desconocido;Desconocido
CAMP DE FUTBOL MPAL. SANTA EULÀLIA;FUNDACIÓ ACADÈMIA F. L'HOSPITALET  A;Hospitalet de Llobregat, l';L'Hospitalet de Llobregat;L'Hospitalet de Llobregat
CAMP DE FUTBOL MPAL. CAN PUIGGENER;LLANO DE SABADELL, C.D. A;Sabadell;Sabadell;Sabadell
CAMP DE FUTBOL MPAL. SANTA EULÀLIA;FUNDACIÓ ACADÈMIA F. L'HOSPITALET  C;Hospitalet de Llobregat, l';L'Hospitalet de Llobregat;L'Hospitalet de Llobregat
CAMP DE FUTBOL INEF BARCELONA;Pª BARC. ANGUERA D;Barcelona;Barcelona;Barcelona
CAMP DE FUTBOL MPAL. DE RECASENS;INTER RECASENS  CLUB FUTBOL  B;Lleida;Lleida;Lleida
CAMP DE FUTBOL MPAL. SANT MARTÍ DE PROVENÇALS;POBLE NOU, AT. A;Nou de Berguedà, la;La Nou de Berguedà;La Nou de Berguedà
CAMP DE FUTBOL MPAL. MENORCA;Pª BARC. CINC COPES A;Desconocido;Desconocido;Desconocido
CAMP DE FUTBOL MPAL. DE BELLPUIG;IVARS D'URGELL, C.E A;Bellpuig;Bellpuig;Bellpuig
CAMP DE FUTBOL MPAL. L'ÀLIGA;Pª BARC. CINC COPES C;Barcelona 103 (Joanic);Barcelona;Joanic
CAMP DE FUTBOL MPAL. DE VALLVIDRERA;ESCOLA FUTBOL VALLVIDRERA  B;Desconocido;Desconocido;Desconocido
CAMP DE FUTBOL MPAL. IBERIA;ESCOLA F ÀNGEL PEDRAZA B;Desconocido;Desconocido;Desconocido
CAMP DE FUTBOL MPAL. DE LA FATARELLA;LA FATARELLA, C.E. A;Fatarella, la;La Fatarella;La Fatarella
CAMP DE FUTBOL ZEM SANT JORDI;TORREDEMBARRA, U.D. B;Sant Jordi Desvalls;Sant Jordi Desvalls;Sant Jordi Desvalls
CAMP DE FUTBOL MPAL. D´ASCÓ ANNEX;ASCÓ, F.C. B;Ascó;Ascó;Ascó
CAMP DE FUTBOL MPAL. XEVI RAMON;FUNDACIO  UNIÓ ESPORTIVA VILASSAR  F;Sant Ramon;Sant Ramon;Sant Ramon
CAMP DE FUTBOL CEM LA BASCULA EMILIO FERNANDEZ F11;ESCOLA F ÀNGEL PEDRAZA A;Barcelona 51 (la Mare de Déu de Port, Can Clos i el Polvorí);Barcelona;la Mare de Déu de Port, Can Clos i el Polvorí
CAMP DE FUTBOL MPAL. ZONA SUD;MOLLETENSE, U.D. C;Mollet de Peralada;Mollet de Peralada;Mollet de Peralada
CAMP DE FUTBOL MPAL. DE GRANOLLERS;GRANOLLERS, E.C. D;Granollers;Granollers;Granollers
CAMP DE FUTBOL MPAL. DE CASTELLGALI;MANRESA, C.E. C;Castell d'Aro, Platja d'Aro i s'Agaró;Castell d'Aro, Platja d'Aro i s'Agaró;Castell d'Aro, Platja d'Aro i s'Agaró
No especificado;FUNDACIÓ TERRASSA FC 1906 E;Terrassa;Terrassa;Terrassa
CAMP DE FUTBOL MPAL. ARRAHONA-MERINAL-JOAN MURTRO;MERCANTIL, C.E D;Sant Joan de les Abadesses;Sant Joan de les Abadesses;Sant Joan de les Abadesses
CAMP DE FUTBOL IEM LA ROMÀNICA;ESCOLA F. BARBERA ANDALUCIA C;Barberà del Vallès;Barberà del Vallès;Barberà del Vallès
CAMP DE FUTBOL ZEM DE CORRÓ D´AMUNT;LES FRANQUESES, C.F. D;Franqueses del Vallès, les;Les Franqueses del Vallès;Les Franqueses del Vallès
CAMP DE FUTBOL MPAL. D´HORTA DE SANT JOAN;HORTA SAN JUAN CDR A;Horta de Sant Joan;Horta de Sant Joan;Horta de Sant Joan
CAMP DE FUTBOL ZEM CAN PONS;ARBUCIES,CLUB FUTBOL A;Arbúcies;Arbúcies;Arbúcies
CAMP DE FUTBOL CEM EL FORNÀS;ESCOLA VALLS FUTBOL CLUB B;Valls;Valls;Valls
CAMP DE FUTBOL MPAL. DE SANT ANTONI DE CALONGE;ESCOLA M.F.CALONGE-SANTANTONI,C A;Calonge de Segarra;Calonge de Segarra;Calonge de Segarra
CAMP DE FUTBOL MPAL. NOU SARDENYA;EUROPA, C.E. B;Barcelona 103 (Joanic);Barcelona;Joanic
CAMP DE FUTBOL COL·LEGI SANT IGNASI;Pª BARC. ANGUERA C;Barcelona 79 (la Bonanova, la Torre Vilana i l'Avinguda del Tibidabo);Barcelona;la Bonanova, la Torre Vilana i l'Avinguda del Tibidabo
CAMP DE FUTBOL MPAL. DE L´ARBOÇ;NSA CAMP JOLIU  B;Arboç, l';L'Arboç;L'Arboç
CAMP DE FUTBOL MPAL. LES OLIVERES;SINGUERLIN, C.F. A;Santa Coloma de Gramenet 7 (Singuerlin - Can Zam);Santa Coloma de Gramenet;Singuerlin - Can Zam
CAMP DE FUTBOL MPAL. D´OCATA;MASNOU AT. C;Masnou, el;El Masnou;El Masnou
CAMP DE FUTBOL MPAL. LES OLIVERES;SINGUERLIN, C.F. B;Santa Coloma de Gramenet 7 (Singuerlin - Can Zam);Santa Coloma de Gramenet;Singuerlin - Can Zam
CAMP DE FUTBOL MPAL. DE TIANA;TIANA, C.C.E. C;Tiana;Tiana;Tiana
CAMP DE FUTBOL CEM TORRENT DE LLOPS;MARTORELL C.F. C;Martorell;Martorell;Martorell
CAMP DE FUTBOL MPAL. LA PLANA DE TÀRREGA Annex;ESCOLA F.TARREGA, C.E. B;Tàrrega;Tàrrega;Tàrrega
CAMP DE FUTBOL MPAL. D´ALMACELLES;ALMACELLES , C.E. F. B;Almacelles;Almacelles;Almacelles
CAMP DE FUTBOL MPAL. DE LA FULIOLA;ESCOLA F. URGELL A;Fuliola, la;La Fuliola;La Fuliola
CAMP DE FUTBOL MPAL. D´ARBECA;ARBECA, C.F. A;Arbeca;Arbeca;Arbeca
CAMP DE FUTBOL MPAL. DE FONTAJAU;SARRIA TER, C.F. A;Girona;Girona;Girona
CAMP DE FUTBOL COMPLEX ESPORTIU ESPAI LARU;ESCOLA FUTBOL MATARO C.E B;Mataró;Mataró;Mataró
CAMP DE FUTBOL MPAL. DE RIBES DE FRESER;RIBETANA C.F. A;Ribes de Freser;Ribes de Freser;Ribes de Freser
CAMP DE FUTBOL ZEM CAN PONS;ARBUCIES,CLUB FUTBOL B;Arbúcies;Arbúcies;Arbúcies
CAMP DE FUTBOL MPAL. DE LA POBLA DE SEGUR;RIALP, F.C. A;Pobla de Cérvoles, la;La Pobla de Cérvoles;La Pobla de Cérvoles
CAMP DE FUTBOL MPAL. JOSEP COSTA;AMETLLA ASSOC. ESP..C A;Ametlla de Mar, l';L'Ametlla de Mar;L'Ametlla de Mar
CAMP DE FUTBOL MPAL. DE GIRONELLA;GIRONELLA, C.F. AT. B;Gironella;Gironella;Gironella
CAMP DE FUTBOL COMPLEX ESPORTIU SALOU;COSTA DAURADA FC A;Salou;Salou;Salou
CAMP DE FUTBOL MPAL. NOU PINS VENS;BLANCA SUBUR, C.F. B;Nou de Berguedà, la;La Nou de Berguedà;La Nou de Berguedà
CAMP DE FUTBOL MPAL. LA VINYASSA;ROSES CITY FUTBOL CLUB  A;Roses;Roses;Roses
CAMP DE FUTBOL MPAL. L'ÀLIGA;BARCELONA CITY FOOTBALL CLUB A;Barcelona 103 (Joanic);Barcelona;Joanic
CAMP DE FUTBOL MPAL. U.E.GURB;GURB, U.E. B;Gurb;Gurb;Gurb
CAMP DE FUTBOL MPAL. PERE GOL;LA SALUT PERE GOL AE. B;Badalona 16 (la Salut Centre);Badalona;la Salut Centre
